,logFC,logCPM,LR,PValue,FDR,log_PValue,log_FDR,desc
Tb927.8.150,-0.9923724422707985,-0.5119669413228235,6.067039989760451,0.013772758216295642,0.017968647925857104,1.860979076579539,1.7454846007113423,variant surface glycoprotein  degenerate
Tb927.8.230,-1.1338502388584575,-2.624385070618151,4.497707254024274,0.03394033153536747,0.04253701162463222,1.4692839197296743,1.3712330240834958,expression site-associated gene 3 (ESAG3)  degenerate
Tb927.8.270,-0.4960506603804445,4.1321008881980905,17.706766505223865,2.577082569740709e-05,4.112870574090402e-05,4.588871666428418,4.385854956876128,variant surface glycoprotein  degenerate
Tb927.8.320,-1.7571273788209125,-0.4844254935095222,20.36256501460577,6.407098945835678e-06,1.0632193141694105e-05,5.193338569078432,4.973377142711478,variant surface glycoprotein  degenerate
Tb927.8.370,-0.26059486069455795,-2.5063243209988,0.24896618060434328,0.6178039639343316,0.6464943505667277,0.20914930951905497,0.18943526587781165,expression site-associated gene 3 (ESAG3)  degenerate
Tb927.8.443,-2.2449834788546377,0.7747031910021231,29.23889703772811,6.398180142138215e-08,1.1925312702749583e-07,7.193943536425214,6.923530224170609,M4 ribosomal RNA
Tb927.8.470,-1.2842681101442688,0.8101705002974713,24.172889445575162,8.806324761233707e-07,1.5364885047822458e-06,6.05520530259089,5.813470684563681,variant surface glycoprotein  degenerate
Tb927.8.480,-0.8936387096940329,4.245789749579529,16.555805955063697,4.7239132217539895e-05,7.41085775706696e-05,4.325698088971213,4.130131522438774,phosphatidic acid phosphatase protein  putative
Tb927.8.490,-0.6293850663111993,1.8539491708700586,8.114487722904103,0.004391288026836505,0.005980147966889123,2.3574080763633107,2.223288070123891,hypothetical protein
Tb927.8.500,-3.2769153578934596,1.1635367577904518,130.02393035928802,4.048670928408997e-30,1.8756061168344188e-29,29.392687520782566,28.726858359584764,hypothetical protein
Tb927.8.510,-1.715089666039095,1.12713011294694,28.415457731126967,9.788065405621346e-08,1.801950782004677e-07,7.009303137276365,6.7442570753967415,hypothetical protein
Tb927.8.520,-3.6436162196519937,3.08986445725975,460.67392152796015,3.4295294317101796e-102,1.499923981546437e-100,101.46476546573902,99.82393075109866,hypothetical protein
Tb927.8.530,-1.6133930892682005,6.4260756675770025,350.95399934058804,2.6265975268742173e-78,5.5416586237819815e-77,77.58060646899109,76.25636023105724,leucine-rich repeat protein (LRRP)  point mutation
Tb927.8.540,-1.06412960467684,7.662552757213167,68.60817505739024,1.201051808438726e-16,3.3734012242094145e-16,15.920438258514025,15.471932001800026,N-terminal region of Chorein  a TM vesicle-mediated sorter  putative
Tb927.8.550,0.781043093540009,6.495494412542441,111.5520006151192,4.4790162955460567e-26,1.7872591646315089e-25,25.34881735750332,24.747812467299365,peptide methionine sulfoxide reductase  putative
Tb927.8.560,0.195435508333029,6.330235587056624,8.983153090644947,0.0027248005509396883,0.0037652122469481585,2.5646652815695092,2.4242105373702434,hypothetical protein  conserved
Tb927.8.570,0.15625163111040286,7.324599291475216,2.1236580126252997,0.14503976663022725,0.1688356283506464,0.8385129076941672,0.7725359015293022,proteasome regulatory non-ATP-ase subunit 10
Tb927.8.580,-0.21847832145949694,5.720907930196237,11.166685439993088,0.0008327927791276809,0.0012005866445113918,3.0794630491058275,2.920606492103972,MICOS complex subunit 40
Tb927.8.590,-0.29657668393603415,6.646424680524101,13.985319913315314,0.00018424355373219395,0.0002786504619142883,3.734607698190821,3.5549402326843635,carnitine O-palmitoyltransferase  putative
Tb927.8.595,0.3838415639076707,5.650097707093981,27.304635323031512,1.737942847373714e-07,3.1590777704472425e-07,6.75996450952046,6.500439682464478,hypothetical protein
Tb927.8.600,-0.024806144021667254,5.655690714931654,0.1108184837912578,0.7392142209682254,0.7615488956477264,0.13122968677087776,0.11830220732691908,Bucentaur or craniofacial development  putative
Tb8.NT.8,-2.0410805040848454,5.00469503116998,203.17751347337253,4.231106317382326e-46,3.3159797821794276e-45,45.37354606177049,44.47938812604537,Noncoding RNA  putative
Tb927.8.610,0.30077837818873326,6.307599587400497,17.574545872502117,2.7626154653820315e-05,4.401159646964354e-05,4.558679561295861,4.356432877622432,hypothetical protein  conserved
Tb927.8.620,0.26563474922197466,6.256138805355629,16.558672051892167,4.716778973130547e-05,7.401279459582927e-05,4.326354474188635,4.130693197268316,KREPA3
Tb927.8.630,-0.1096489111697039,5.437840802269817,2.3806598249959645,0.12284565041506253,0.14442569358790217,0.9106402159374889,0.8403555381318824,lipoyltransferase  putative
